14319;.02 MILES FROM PVA OF 2021 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-11-13 13:55:00+00:00;2014
14325;.1 MILES FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLOUDY;2014-11-14 00:57:09+00:00;2014
14332;15 FEET FROM TREMBATH LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-11-14 13:40:08+00:00;2014
14342;150 FEET FROM SR 1616 (OLD APEX RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-15 14:38:13+00:00;2014
14345;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-15 18:48:03+00:00;2014
14351;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-15 19:07:12+00:00;2014
14360;200 FEET FROM SR 3977 (CARY PARKWAY);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-11-14 02:22:21+00:00;2014
14373;.15 MILES FROM KILDAIRE FARM RD;COARSE ASPHALT;WET;DAYLIGHT;CLOUDY;2014-11-17 20:57:43+00:00;2014
14375;0 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-11-15 03:59:00+00:00;2014
14391;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-19 18:38:04+00:00;2014
14392;30 FEET FROM PVA OF 401 COLONADES WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-19 17:03:00+00:00;2014
14394;50 FEET FROM PVA (2031 WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-11-18 23:16:47+00:00;2014
14395;350 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-11-19 02:11:11+00:00;2014
14396;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-18 11:39:05+00:00;2014
14397;45 FEET FROM SR1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2014-11-19 22:12:32+00:00;2014
14404;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-18 20:39:19+00:00;2014
14417;100 FEET FROM MEETING ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-11-20 00:49:16+00:00;2014
14421;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-20 17:01:00+00:00;2014
14422;200 FEET FROM 1105 WALNUT ST (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-21 13:49:09+00:00;2014
14434;300 FEET FROM SR#1315 (BUCK JONES RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-11-23 19:57:08+00:00;2014
14540;150 FEET FROM PVA 1200 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-01 20:49:24+00:00;2014
14543;0 FEET FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-02 21:23:27+00:00;2014
14551;CARY;;;;CLOUDY;2014-11-17 05:33:00+00:00;2014
14554;89 FEET FROM PVA 431 KEISLER DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-03 20:19:45+00:00;2014
14557;150 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-03 03:12:00+00:00;2014
14561;.5 MILES FROM US HWY 1;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-03 23:25:19+00:00;2014
14571;CARY;SMOOTH ASPHALT;DRY;DAWN;CLEAR;2014-12-03 16:06:00+00:00;2014
14575;50 FEET FROM 55;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2014-12-02 12:42:43+00:00;2014
14579;50 FEET FROM 500 CAITBOO AVE;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-05 12:49:17+00:00;2014
14583;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-04 18:55:58+00:00;2014
14584;30 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-12-05 12:46:39+00:00;2014
14585;2 FEET FROM US 64 EAST HWY;COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-12-05 13:31:42+00:00;2014
14587;0 FEET FROM SR 1619 (WALDO ROOD BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-11-30 21:53:47+00:00;2014
14595;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-06 01:41:26+00:00;2014
14604;.1 MILES FROM P.V.A (1600 WATERFORD FOREST D;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-12-07 00:48:06+00:00;2014
14609;10 FEET FROM SW CARY PKWAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-01 14:41:56+00:00;2014
14611;20 FEET FROM SR 1390 (OPTIMIST FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-12-05 16:15:00+00:00;2014
14624;0 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-12-04 23:49:36+00:00;2014
14631;400 FEET FROM WESTON PKWY (SR3090);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-08 22:39:43+00:00;2014
14634;30 FEET FROM 1421 OLD APEX RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-07 18:09:55+00:00;2014
14635;20 FEET FROM N ACADEMY ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-07 16:50:00+00:00;2014
14638;300 FEET FROM CHINQUA PINE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-08 15:07:00+00:00;2014
14640;330 FEET FROM CHESSINGTON CT;COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-12-08 20:26:34+00:00;2014
14642;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-09 01:30:17+00:00;2014
14654;0 MILES FROM NC 55 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-12-10 00:00:47+00:00;2014
14662;60 FEET FROM SR 1002 (AVIATION PKWY);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-12-09 23:52:01+00:00;2014
14671;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-12-10 03:04:00+00:00;2014
14674;.25 MILES FROM SR 1349 (DILLARD DR);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2014-12-10 22:08:43+00:00;2014
14682;300 FEET FROM PVA OF 2021 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-11 20:54:23+00:00;2014
14686;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-12 13:26:23+00:00;2014
14687;75 FEET FROM 1387 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-12 17:16:00+00:00;2014
14688;10 FEET FROM PVA OF 1401 SE MAYNARD RD;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-10 22:58:33+00:00;2014
14696;.10 MILES FROM US 1 HWY;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2014-12-13 12:14:52+00:00;2014
14702;150 FEET FROM PVA (590 WESTHIGH ST.);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-14 16:49:00+00:00;2014
14704;10 FEET FROM SR 3977 (CARY PARKWAY);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-15 01:07:38+00:00;2014
14712;65 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-13 15:01:00+00:00;2014
14717;40 FEET FROM GIVERNY PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-14 18:51:45+00:00;2014
14729;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-15 17:10:00+00:00;2014
14732;20 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-15 12:32:34+00:00;2014
14736;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-12-16 23:09:05+00:00;2014
14754;50 FEET FROM SR 1300 (929 KILDAIRE FARM RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-17 15:13:00+00:00;2014
14756;331 FEET FROM SR 1313 WALNUT ST;;;;CLOUDY;2014-12-13 02:47:56+00:00;2014
14775;100 FEET FROM SR 1390 (TRYON RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-11 18:35:10+00:00;2014
14777;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-17 21:17:43+00:00;2014
14782;10 FEET FROM US 1 OFF RAMP;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-12-18 20:47:17+00:00;2014
14785;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-17 20:35:48+00:00;2014
14786;.1 MILES FROM SR1624 (CARPENTER FIRE ST RD);SMOOTH ASPHALT;DRY;DAWN;CLEAR;2014-12-18 11:34:27+00:00;2014
14792;400 FEET FROM 1105 WALNUT ST;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-17 21:30:43+00:00;2014
14793;0 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-19 16:52:00+00:00;2014
14794;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-19 15:27:00+00:00;2014
14800;60 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-19 22:20:38+00:00;2014
14807;300 FEET FROM SR 1415 (SE MAYNARD ROAD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-12-20 13:01:49+00:00;2014
14808;.15 MILES FROM PVA 2080 KILDAIRE FARM RD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-12-20 14:24:00+00:00;2014
14817;150 FEET FROM SR 1625 GREEN LEVEL CHURCH RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-22 00:26:36+00:00;2014
14822;.50 MILES FROM CROSSROADS BLVD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-12-20 20:47:23+00:00;2014
14826;.18 MILES FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-12-22 19:05:49+00:00;2014
14833;0 FEET FROM RP 1615 (HIGH HOUSE RD);;;;CLOUDY;2014-12-10 00:25:16+00:00;2014
14835;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;FOG;2014-12-23 21:13:38+00:00;2014
14840;0 FEET FROM NC 54 (NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-26 21:37:24+00:00;2014
14850;100 FEET FROM (PVA) 1210 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-12-26 15:46:00+00:00;2014
14858;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;FOG;2014-12-23 12:53:59+00:00;2014
14859;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;FOG;2014-12-23 21:41:26+00:00;2014
14863;390 FEET FROM PVA 230  CROSSROADS BLVD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-12-23 21:12:44+00:00;2014
14866;300 FEET FROM PVA OF 2740 NC HWY 55;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-12-23 21:00:14+00:00;2014
14868;150 FEET FROM SR 1011 (W CHATHAM ST);SMOOTH ASPHALT;WET;DUSK;CLOUDY;2014-12-23 22:26:34+00:00;2014
14870;.3 MILES FROM PVA (1253 BUCK JONES RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLEAR;2014-12-23 23:14:37+00:00;2014
14871;.43 MILES FROM SR 1011 (OLD APEX RD);SMOOTH ASPHALT;WATER (STANDING, MOVING);DAYLIGHT;CLOUDY;2014-12-24 15:42:00+00:00;2014
14874;10 FEET FROM US 1 SOUTH OFF RAMP;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-12-24 16:14:00+00:00;2014
14877;100 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-12-24 02:47:24+00:00;2014
14897;270 FEET FROM PVA (98 CORNERSTONE DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-31 23:06:33+00:00;2014
14900;.03 MILES FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-31 23:57:32+00:00;2014
14902;50 FEET FROM 205 S. ACADEMY ST (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-31 16:56:00+00:00;2014
14903;0 FEET FROM RP 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-31 05:45:00+00:00;2014
14910;200 FEET FROM HOLLOWRIDGE CT;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-12-30 05:59:00+00:00;2014
14914;.15 MILES FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-03 03:59:00+00:00;2015
14923;0 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-03 01:03:28+00:00;2015
14926;400 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2015-01-03 18:58:12+00:00;2015
14937;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-12-27 23:32:57+00:00;2014
14939;300 FEET FROM PVA 2370 WALNUT ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2015-01-04 22:38:06+00:00;2015
14940;.13 MILES FROM PVA 2741 NC 55 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-01-04 16:05:00+00:00;2015
14946;CARY;SMOOTH ASPHALT;UNKNOWN;DARK - LIGHTED ROADWAY;CLEAR;2015-01-05 22:33:22+00:00;2015
14948;150 FEET FROM P.V.A. (1931 HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-05 19:12:33+00:00;2015
14951;.25 MILES FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-05 21:02:07+00:00;2015
14952;40 FEET FROM SR 4067 (REGENCY PKWY);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-06 10:10:48+00:00;2015
14965;150 FEET FROM SR 1415 (NE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-01-07 12:58:31+00:00;2015
14981;150 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-01-06 23:52:05+00:00;2015
14983;20 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-08 21:06:31+00:00;2015
14985;100 FEET FROM 120 JAMES JACKSON AV (PVA);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-06 00:06:34+00:00;2015
14986;.15 MILES FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2015-01-08 22:18:44+00:00;2015
14987;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-07 21:01:48+00:00;2015
14998;10 FEET FROM 1611 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-09 20:58:03+00:00;2015
15001;.2 MILES FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-09 22:57:49+00:00;2015
15011;100 FEET FROM SR 1300 (KILDAIRE FARM RD.);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-10 13:34:06+00:00;2015
15016;50 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-10 22:59:03+00:00;2015
15019;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-10 15:50:00+00:00;2015
15020;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-04 17:03:00+00:00;2015
15022;400 FEET FROM WALNUT ST TO US 1 RAMP NB;SMOOTH ASPHALT;WET;DAWN;RAIN;2015-01-12 11:53:08+00:00;2015
15023;.1 MILES FROM SR 1010 (TEN TEN ROAD);SMOOTH ASPHALT;WATER (STANDING, MOVING);DAYLIGHT;RAIN;2015-01-12 13:41:08+00:00;2015
15035;.10 MILES FROM SR 1415 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2015-01-11 14:51:03+00:00;2015
15036;CARY;SMOOTH ASPHALT;WET;DUSK;RAIN;2015-01-12 21:40:47+00:00;2015
15037;50 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;WET;DAWN;RAIN;2015-01-13 12:45:50+00:00;2015
15040;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-01-12 13:04:39+00:00;2015
15046;49 FEET FROM SR 1652 (N HARRISON AVE);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2015-01-14 17:50:00+00:00;2015
15049;CARY;COARSE ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2015-01-14 22:28:00+00:00;2015
15061;15 FEET FROM NC 540 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-01-15 14:25:25+00:00;2015
15068;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-16 13:22:58+00:00;2015
15070;CARY;;;;CLOUDY;2015-01-14 18:54:25+00:00;2015
15075;.1 MILES FROM SR1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-16 19:46:21+00:00;2015
15085;290 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-16 23:08:33+00:00;2015
15093;100 FEET FROM PVA 1885 LAKE PINE DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-19 01:35:23+00:00;2015
15102;300 FEET FROM 2800 RENAISSANCE PARK PL;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-20 01:16:05+00:00;2015
15103;420 FEET FROM SR-1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-20 02:38:56+00:00;2015
15108;.189 MILES FROM SR 1315 (BUCK JONES RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-18 18:54:05+00:00;2015
15111;0 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-15 23:45:32+00:00;2015
15113;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-17 22:39:13+00:00;2015
15119;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-19 19:29:54+00:00;2015
15130;.25 MILES FROM 3977 (SW CARY PARKWAY);CONCRETE;DRY;DAYLIGHT;CLEAR;2015-01-21 13:12:14+00:00;2015
15131;460 FEET FROM PVA (405 CROSSROADS BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-21 19:38:14+00:00;2015
15140;345 FEET FROM BARGATE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-22 17:18:00+00:00;2015
15141;CARY;CONCRETE;DRY;DUSK;CLEAR;2015-01-20 19:58:38+00:00;2015
15142;10 FEET FROM SR3073 (NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-22 23:31:04+00:00;2015
15144;200 FEET FROM US HWY 64;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-01-22 23:18:16+00:00;2015
15146;10 FEET FROM 100 MACALYSON CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-22 17:53:00+00:00;2015
15148;150 FEET FROM [1010] TEN TEN RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-20 14:34:10+00:00;2015
15152;.2 MILES FROM US64;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-01-23 16:34:00+00:00;2015
15161;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-25 18:51:51+00:00;2015
15173;39 FEET FROM SR 1613 (DAVIS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-21 22:35:59+00:00;2015
15178;.10 MILES FROM SR 1652 ( N HARRISON AVE );SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2015-01-23 23:07:30+00:00;2015
15181;.30 MILES FROM SR-1315 (BUCK JONES RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-25 15:44:00+00:00;2015
15185;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-01-23 21:37:43+00:00;2015
15186;30 FEET FROM PVA 2994 KILDAIRE FARM RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2015-01-24 15:36:00+00:00;2015
15190;50 FEET FROM MEETING ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-24 23:43:39+00:00;2015
15192;286 FEET FROM P.V.A. DUNKIN DONUTS (10030 GR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-22 19:54:23+00:00;2015
15194;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-24 21:22:18+00:00;2015
15198;30 FEET FROM NW MAYNARD RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2015-01-26 15:53:00+00:00;2015
15209;CARY;SMOOTH ASPHALT;WET;DUSK;CLOUDY;2015-01-26 22:04:31+00:00;2015
15212;250 FEET FROM SR-1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-01-26 19:16:34+00:00;2015
15218;.1 MILES FROM US 1 NORTH ON RAMP;GROOVED CONCRETE;DRY;DUSK;CLEAR;2015-01-23 00:06:02+00:00;2015
15224;0.1 MILES FROM (PVA) 1313 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-28 00:35:30+00:00;2015
15231;10 FEET FROM WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-28 21:16:27+00:00;2015
15234;CARY;;;;CLOUDY;2015-01-28 00:30:35+00:00;2015
15235;200 FEET FROM PVA OF 300 SAS CAMPUS DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-01-19 12:37:29+00:00;2015
15237;.10 MILES FROM 203 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;UNKNOWN;CLEAR;2015-01-29 13:07:10+00:00;2015
15242;490 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-01-29 21:50:26+00:00;2015
15244;50 FEET FROM PVA 1102 BUCK JONES RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-01-29 23:24:12+00:00;2015
15257;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-01-26 20:02:52+00:00;2015
15275;30 FEET FROM SR#3112 (SW CARY PKWY);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-02-02 17:24:00+00:00;2015
15285;400 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-02-03 00:05:40+00:00;2015
15288;.25 MILES FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-02-03 16:12:00+00:00;2015
15292;300 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-02-03 21:08:42+00:00;2015
15295;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-02-03 23:42:10+00:00;2015
15296;.20 MILES FROM US1 HWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2015-02-03 12:48:27+00:00;2015
12539;0.22 MILES FROM PVA (2350 WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-06-11 21:51:50+00:00;2014
12540;.03 MILES FROM US 1 HWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2014-06-10 15:46:00+00:00;2014
12546;75 FEET FROM SR1011 (E. CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-06-11 12:26:59+00:00;2014
12547;86 FEET FROM ( SR 3092 ) S. HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-06-12 13:16:04+00:00;2014
12548;.1 MILES FROM 525 CROSSROADS BLVD;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2014-06-12 15:45:00+00:00;2014
12550;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-06-12 16:35:00+00:00;2014
12553;0 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-06-10 15:01:00+00:00;2014
12557;0 FEET FROM SR 1652 (N HARRISON AVE);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-06-12 19:02:42+00:00;2014
12561;A MILES FROM AERIAL CENTER PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-06-11 19:13:52+00:00;2014
12562;200 FEET FROM SR 1633 GOOD HOPE CHURCH RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2014-06-12 19:24:24+00:00;2014
12563;.10 MILES FROM 200 HAMPTON LEE CT;SMOOTH ASPHALT;UNKNOWN;DARK - UNKNOWN LIGHTING;CLOUDY;2014-06-12 12:43:42+00:00;2014
12569;.10 MILES FROM ( SR 3073 ) NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-06-13 17:56:12+00:00;2014
12570;100 FEET FROM SR-3977 (SE CARY PARKWAY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-06-13 18:39:38+00:00;2014
12574;450 FEET FROM 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-06-13 17:47:48+00:00;2014
